#,Category,Category URL,Product,Product URL,Images
306,Custom Pouches,/custom-pouches,Black Cherry Gelato Mylar Bags,/black-cherry-gelato-mylar-bags,4
307,Custom Pouches,/custom-pouches,Chocolate Pouches,/chocolate-pouches,5
308,Custom Pouches,/custom-pouches,Compostable Stand Up Pouches,/compostable-stand-up-pouches,6
309,Custom Pouches,/custom-pouches,Custom Mylar Comic Bags,/custom-mylar-comic-bags,5
310,Custom Pouches,/custom-pouches,Custom Shaped Mylar Bags,/custom-shaped-mylar-bags,5
311,Custom Pouches,/custom-pouches,Designer Mylar Bags,/designer-mylar-bags,5
312,Custom Pouches,/custom-pouches,Die Cut Mylar Bags,/die-cut-mylar-bags,10
313,Custom Pouches,/custom-pouches,Edible Mylar Bags,/edible-mylar-bags,8
314,Custom Pouches,/custom-pouches,Flat Pouches,/flat-pouches,5
315,Custom Pouches,/custom-pouches,Large Mylar Bag,/large-mylar-bag,5
316,Custom Pouches,/custom-pouches,Luxury Mylar Bags,/luxury-mylar-bags,3
317,Custom Pouches,/custom-pouches,Mushroom Mylar Bags,/mushroom-mylar-bags,11
318,Custom Pouches,/custom-pouches,Mylar Bag,/mylar-bag,6
319,Custom Pouches,/custom-pouches,Mylar Coffee Bags,/mylar-coffee-bags,5
320,Custom Pouches,/custom-pouches,Mylar Foil Bags,/mylar-foil-bags,4
321,Custom Pouches,/custom-pouches,Mylar Food Bags,/mylar-food-bags,5
322,Custom Pouches,/custom-pouches,Mylar Food Storage Bag,/mylar-food-storage-bag,6
323,Custom Pouches,/custom-pouches,Mylar Vacuum Seal Bags,/mylar-vacuum-seal-bags,8
324,Custom Pouches,/custom-pouches,Personalised Mylar Bags,/personalised-mylar-bags,7
325,Custom Pouches,/custom-pouches,Resealable Mylar Bags,/resealable-mylar-bags,5
326,Custom Pouches,/custom-pouches,Small Mylar Bags,/small-mylar-bags,4
327,Custom Pouches,/custom-pouches,Stand Up Mylar Bags,/stand-up-mylar-bags,3
328,Custom Pouches,/custom-pouches,Stand Up Pouches,/stand-up-pouches,5
329,Custom Pouches,/custom-pouches,White Mylar Bags,/white-mylar-bags,7
330,Custom Pouches,/custom-pouches,White Widow Mylar Bags,/white-widow-mylar-bags,4
331,Custom Sleeves,/custom-sleeves,Black CD Sleeves,/black-cd-sleeves,4
332,Custom Sleeves,/custom-sleeves,Burger Sleeves,/burger-sleeves,12
333,Custom Sleeves,/custom-sleeves,Card Sleeves Packaging,/card-sleeves-packaging,5
334,Custom Sleeves,/custom-sleeves,CD Sleeves,/cd-sleeves,5
335,Custom Sleeves,/custom-sleeves,Chocolate Sleeves,/chocolate-sleeves,5
336,Custom Sleeves,/custom-sleeves,Cup Sleeves,/cup-sleeves,5
337,Custom Sleeves,/custom-sleeves,Custom Cake Cone Sleeves,/custom-cake-cone-sleeves,4
338,Custom Sleeves,/custom-sleeves,Custom Card Sleeves,/custom-card-sleeves,5
339,Custom Sleeves,/custom-sleeves,Custom Waffle Cone Sleeves,/custom-waffle-cone-sleeves,5
340,Custom Sleeves,/custom-sleeves,Customized Soap Wraps,/customized-soap-wraps,5
341,Custom Sleeves,/custom-sleeves,Customized Sugar Cone Sleeves,/customized-sugar-cone-sleeves,5
342,Custom Sleeves,/custom-sleeves,French Fry Sleeves,/french-fry-sleeves,5
343,Custom Sleeves,/custom-sleeves,Glassine Food Sleeves,/glassine-food-sleeves,6
344,Custom Sleeves,/custom-sleeves,Glassine Sleeves,/glassine-sleeves,4
345,Custom Sleeves,/custom-sleeves,Hot Dog Sleeves,/hot-dog-sleeves,8
346,Custom Sleeves,/custom-sleeves,Ice Cream Cone Sleeves,/ice-cream-cone-sleeves,8
347,Custom Sleeves,/custom-sleeves,Kraft Sleeves,/kraft-sleeves,9
348,Custom Sleeves,/custom-sleeves,Macaron Sleeves,/macaron-sleeves,5
349,Custom Sleeves,/custom-sleeves,Mailer Sleeves,/mailer-sleeves,7
350,Custom Sleeves,/custom-sleeves,Personalized CD Sleeves,/personalized-cd-sleeves,4
351,Custom Sleeves,/custom-sleeves,Polka Designs Ice Cream Cone Sleeves,/polka-designs-ice-cream-cone-sleeves,5
352,Custom Sleeves,/custom-sleeves,Sandwich Sleeves,/sandwich-sleeves,5
353,Custom Sleeves,/custom-sleeves,T Shirt Packaging Sleeves,/t-shirt-packaging-sleeves,4
354,Custom Sleeves,/custom-sleeves,White Cone Sleeves,/white-cone-sleeves,5
355,Custom Bands,/custom-bands,Belly Band Packaging,/belly-band-packaging,6
356,Custom Bands,/custom-bands,Resistance Band Packaging,/resistance-band-packaging,5
357,Electronics Packaging,/electronics-packaging,Appliances Packaging,/appliances-packaging,4
358,Electronics Packaging,/electronics-packaging,Car Battery Packaging,/car-battery-packaging,5
359,Electronics Packaging,/electronics-packaging,Charger Boxes,/charger-boxes,6
360,Electronics Packaging,/electronics-packaging,Earbud Boxes,/earbud-boxes,5
361,Electronics Packaging,/electronics-packaging,Electronics Boxes,/electronics-boxes,5
362,Electronics Packaging,/electronics-packaging,Headphone Boxes,/headphone-boxes,4
363,Electronics Packaging,/electronics-packaging,Light Bulb Boxes,/light-bulb-boxes,5
364,Electronics Packaging,/electronics-packaging,Smartwatch Boxes,/smartwatch-boxes,5
365,Electronics Packaging,/electronics-packaging,Speaker Boxes,/speaker-boxes,5
366,Sustainable Packaging,/sustainable-packaging,Eco Friendly Cosmetic Packaging,/eco-friendly-cosmetic-packaging,4
367,Sustainable Packaging,/sustainable-packaging,Eco Friendly Paper Tube,/eco-friendly-paper-tube,5
368,Sustainable Packaging,/sustainable-packaging,Eco Friendly Soap Packaging Boxes,/eco-friendly-soap-packaging-boxes,5
369,Sustainable Packaging,/sustainable-packaging,Eco Friendly Tube Packaging,/eco-friendly-tube-packaging,5
370,Sustainable Packaging,/sustainable-packaging,Kraft Packaging,/kraft-packaging,5
371,Sustainable Packaging,/sustainable-packaging,Minimal Packaging,/minimal-packaging,4
